RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME_RO	FULL_NAME_RO	FULL_NAME_ND_RO	SORT_NAME_RG	FULL_NAME_RG	FULL_NAME_ND_RG	NOTE	MODIFY_DATE
5	-2663568	-3676638	14.343511	105.202737	142037	1051210	48PWA2186185727	ND48-07	T	PASS		CB,LA,TH				CB,LA,TH	N	tha		Chong	CHONGBOK	Chong Bok	Chong Bok	BOK CHONG	Bok, Chong	Bok, Chong		2012-05-02
5	-3728039	-4955355	20.833333	104.383333	205000	1042300	48QVJ3583903825	NF48-14	T	MT		VM	00			LA	N				PHUSANG	Phu Sang	Phu Sang	SANG PHU	Sang, Phu	Sang, Phu		1995-04-14
5	-3724978	-4951065	15.1	107.65	150600	1073900	48PYB8485071103	ND48-04	T	PK		VM	00			LA	N				NGOKPENGBUK	Ngok Peng Buk	Ngok Peng Buk	PENGBUK NGOK	Peng Buk, Ngok	Peng Buk, Ngok		1995-04-14
5	-3732749	-4961812	17.4	106.033333	172400	1060200	48QXE0976024102	NE48-11	T	MT		VM	00			LA	N				COTUNTANG	Co Tun Tang	Co Tun Tang	TUNTANG CO	Tun Tang, Co	Tun Tang, Co		1995-04-14
5	-2668444	8030457	17.731953	101.006583	174355	1010024	47QQV1277661665	NE47-12	T	MT		LA,TH				LA	N	lao		Phou	PHOUSOAYDAO	Phou Soaydao	Phou Soaydao	SOAYDAO PHOU	Soaydao, Phou	Soaydao, Phou		2012-02-08
5	-2669544	-3686197	14.847483	105.555085	145051	1053318	48PWB5971941531	ND48-07	T	RDGE		LA,TH				LA	N				PHOUXONGNANG	Phou Xong-Nang	Phou Xong-Nang	XONGNANG PHOU	Xong-Nang, Phou	Xong-Nang, Phou		2012-05-01
5	-2669542	-3686194	14.703057	105.531752	144211	1053154	48PWB5724625551	ND48-07	T	MT		LA	02			LA	N			Phou	PHOUXONGHINKONG	Phou Xonghinkong	Phou Xonghinkong	XONGHINKONG PHOU	Xonghinkong, Phou	Xonghinkong, Phou		2012-05-01
5	-2664568	-3678197	14.765869	105.511581	144557	1053042	48PWB5505932493	ND48-07	T	PASS		LA,TH				LA	N				CHONGHUAISUA	Chong Huai Sua	Chong Huai Sua	HUAISUA CHONG	Huai Sua, Chong	Huai Sua, Chong		2012-05-01
5	-3256300	-4621703	14.720659	105.521554	144314	1053118	48PWB5614427495	ND48-07	T	PASS		LA,TH				LA	N				CHONGTAU	Chong Ta-U	Chong Ta-U	TAU CHONG	Ta-U, Chong	Ta-U, Chong		2012-05-01
5	-2667076	-3682300	14.537134	105.526683	143214	1053136	48PWB5674307197	ND48-07	T	PK		LA,TH				LA	N			Phou	PHOUPAAO	Phou Paao	Phou Paao	PAAO PHOU	Paao, Phou	Paao, Phou		2012-05-01
5	-2664510	-3678065	14.605851	105.539736	143621	1053223	48PWB5813114801	ND48-07	T	RDGE		LA	02			LA	N			Phou	PHOUHOUAYTAMLUNG	Phou Houaytamlung	Phou Houaytamlung	HOUAYTAMLUNG PHOU	Houaytamlung, Phou	Houaytamlung, Phou		2012-05-01
5	-2663753	-3676959	14.940556	105.583889	145626	1053502	48PWB6279151834	ND48-07	T	SPUR		LA,TH				LA	N				PHOUCHOCO	Phou Choco	Phou Choco	CHOCO PHOU	Choco, Phou	Choco, Phou		2012-05-01
5	-2665655	-3679908	14.876023	105.580165	145234	1053449	48PWB6240944695	ND48-07	T	RDGE		LA,TH				LA	N				PHOULAO	Phou Lao	Phou Lao	LAO PHOU	Lao, Phou	Lao, Phou		2012-05-01
5	-2667998	-3683720	14.454361	105.456479	142716	1052723	48PWA4919898026	ND48-07	T	MT		LA,TH				LA	N				PHOUSAKHAO	Phou Sakhao	Phou Sakhao	SAKHAO PHOU	Sakhao, Phou	Sakhao, Phou		2012-05-01
5	-2664946	-3678772	14.622273	105.530791	143720	1053151	48PWB5716416615	ND48-07	T	MT		LA,TH				LA	N			Phou	PHOUKHAM	Phou Kham	Phou Kham	KHAM PHOU	Kham, Phou	Kham, Phou		2012-05-01
5	-3251319	-3680794	15.125386	105.467785	150731	1052804	48PWB5026172248	ND48-03	T	HLL		LA,TH				LA	N	lao		Phu	PHUMOTNGAM	Phu Mot Ngam	Phu Mot Ngam	MOTNGAM PHU	Mot Ngam, Phu	Mot Ngam, Phu		2012-05-01
5	-3251227	-4850832	15.132503	105.467537	150757	1052803	48PWB5023373035	ND48-03	T	PASS		LA,TH				LA	N				CHONGMEK	Chong Mek	Chong Mek	MEK CHONG	Mek, Chong	Mek, Chong		2012-05-01
5	-3247816	-3677565	15.145972	105.48956	150845	1052922	48PWB5259674530	ND48-03	T	HLL		LA,TH				LA	N			Phu	PHUHANUMAN	Phu Hanuman	Phu Hanuman	HANUMAN PHU	Hanuman, Phu	Hanuman, Phu		2012-05-01
5	-3246911	-4601778	15.075902	105.513706	150433	1053049	48PWB5520866785	ND48-03	T	MT		LA,TH				LA	N			Phou	PHOUSANH	Phou Sanh	Phou Sanh	SANH PHOU	Sanh, Phou	Sanh, Phou		2012-05-01
5	-3247476	-4603164	14.576944	105.550278	143437	1053301	48PWB5927511607	ND48-07	T	MT		LA	02			LA	N			Phou	PHOUDENMUANG	Phou Dènmuang	Phou Denmuang	DENMUANG PHOU	Dènmuang, Phou	Denmuang, Phou		2012-05-01
5	-3247474	-4602936	14.969444	105.635556	145810	1053808	48PWB6833855044	ND48-07	T	RDGE		LA	02			LA	N	lao		Phou	PHOUDANG	Phou Dang	Phou Dang	DANG PHOU	Dang, Phou	Dang, Phou		2012-05-01
5	-2664689	-3678395	14.558656	105.534953	143331	1053206	48PWB5762809580	ND48-07	T	PK		LA,TH				LA	N				PHOUKANG	Phou Kang	Phou Kang	KANG PHOU	Kang, Phou	Kang, Phou		2012-05-01
5	-2669341	-3685913	17.3	106.15	171800	1060900	48QXE2222013108	NE48-11	T	MT		LA	00			LA	N				PHOUVONG	Phou Vông	Phou Vong	VONG PHOU	Vông, Phou	Vong, Phou		1994-04-22
5	-2669554	-3686211	14.783333	106.9	144700	1065400	48PYB0450135227	ND48-08	H	STM		LA	01			LA	N			Xé	XEXOU	Xé Xou	Xe Xou	XOU XE	Xou, Xé	Xou, Xe		2010-12-28
5	-2669545	-3686201	14.016667	106.166667	140100	1061000	48PXA2598849880	ND48-07	H	STM		LA	02			LA	N				HOUAYXOT	Houay Xot	Houay Xot	XOT HOUAY	Xot, Houay	Xot, Houay		2010-12-28
6	-2668431	-4851664	21.5	103.5	213000	1033000	48QUJ4461978231	NF48-10	L	RGN		LA	00			LA	N				SIPSONGCHAUTHAI	Sip Song Chau Thai	Sip Song Chau Thai	SIPSONGCHAUTHAI	Sip Song Chau Thai	Sip Song Chau Thai		1994-04-22
5	-2668209	-3684068	16.05	107.033333	160300	1070200	48QYC1753475534	NE48-16	H	STM		LA	26			LA	N				XESAP	Xé Sap	Xe Sap	SAP XE	Sap, Xé	Sap, Xe		2010-12-28
5	-2668221	-3684090	16.966667	106.466667	165800	1062800	48QXD5615976451	NE48-15	T	MT		LA	20			LA	N				PHOUSARIA	Phou Saria	Phou Saria	SARIA PHOU	Saria, Phou	Saria, Phou		2012-01-12
5	-2664655	-3678337	16.333333	106.966667	162000	1065800	48QYD1009906822	NE48-16	T	MT		LA	19			LA	N				COKALEUYE	Co Ka Leuye	Co Ka Leuye	KALEUYE CO	Ka Leuye, Co	Ka Leuye, Co		2010-12-28
5	-2663897	-3677192	21.916667	102.616667	215500	1023700	48QTK5379525515	NF48-09	T	PK		LA	00			LA	N				PHOUDENDIN	Phou Dèndin	Phou Dendin	DENDIN PHOU	Dèndin, Phou	Dendin, Phou		1994-04-22
5	-2665968	-3680335	14.333333	106.166667	142000	1061000	48PXA2581384909	ND48-07	H	STMI		LA	00			LA	N				HOUAYLOUNG	Houay Loung	Houay Loung	LOUNG HOUAY	Loung, Houay	Loung, Houay		1994-04-22
5	-2666640	-3681563	21.451667	102.922222	212706	1025520	48QTJ8468073564	NF48-09	T	MT		LA	00			LA	V				NAMOUAP	Nam Ouap	Nam Ouap	NAMOUAP	Nam Ouap	Nam Ouap		2001-06-11
5	-2667791	-3683372	16.7	106.216667	164200	1061300	48QXD2971846764	NE48-15	H	STM		LA	20			LA	N			Xé	XEPON	Xé Pôn	Xe Pon	PON XE	Pôn, Xé	Pon, Xe		2012-01-12
5	-2666607	-3681509	21.7	102.95	214200	1025700	48QTK8792201025	NF48-09	T	MT		LA	00			LA	N				PHOUNAMLAM	Phou Nam Lam	Phou Nam Lam	NAMLAM PHOU	Nam Lam, Phou	Nam Lam, Phou		1994-04-22
5	-2666586	-3681476	14.283333	106.033333	141700	1060200	48PXA1145879310	ND48-07	T	HLL		LA	02			LA	N				PHOUNAMKHAM	Phou Nam Kham	Phou Nam Kham	NAMKHAM PHOU	Nam Kham, Phou	Nam Kham, Phou		2010-12-28
5	-2667731	-3683275	20.8625	104.327778	205145	1041940	48QVJ3007207076	NF48-14	T	MT		LA	00			LA	N			Phou	PHOUPIAMKAM	Phou Piamkam	Phou Piamkam	PIAMKAM PHOU	Piamkam, Phou	Piamkam, Phou		2001-07-18
5	-2668098	-3683868	20.820556	103.447222	204914	1032650	48QUJ3841503067	NF48-13	T	PK		LA	00			LA	N			Phou	PHOUSAMSAO	Phou Samsao	Phou Samsao	SAMSAO PHOU	Samsao, Phou	Samsao, Phou		2001-06-18
5	-2663889	-3677183	16.483333	106.883333	162900	1065300	48QYD0104023338	NE48-16	T	MT		LA	00			LA	N				DONGDECK	Dông Deck	Dong Deck	DECK DONG	Deck, Dông	Deck, Dong		1994-04-22
5	-2656426	-3665408	16.016667	107.383333	160100	1072300	48QYC5503872243	NE48-16	T	MT		LA	26			LA	N				PHUATOUAT	Phu Atouat	Phu Atouat	ATOUAT PHU	Atouat, Phu	Atouat, Phu		2010-12-28
5	-2656389	-3665348	17	106	170000	1060000	48QXD0644879827	NE48-11	T	MTS		LA	20			LA	N				CHAINEANNAMITIQUE	Chaîne Annamitique	Chaine Annamitique	ANNAMITIQUE CHAINE	Annamitique, Chaîne	Annamitique, Chaine		2012-01-12
5	-1024325	-1512396	13.533333	105.966667	133200	1055800	48PXV0460396323	ND48-11	H	STM		CB	00			LA	N			Xé	XEKONG	Xé Kong	Xe Kong	KONG XE	Kong, Xé	Kong, Xe		1998-08-11
5	-2666978	-3682169	21.0575	102.665556	210327	1023956	48QTJ5742730288	NF48-09	H	STM		LA	18			LA	N			Nam	NAMNOUA	Nam Noua	Nam Noua	NOUA NAM	Noua, Nam	Noua, Nam		2012-01-12
5	-3714779	-4937282	16.166667	107.166667	161000	1071000	48QYC3166988591	NE48-16	T	MT		VM	00			LA	N				HAGIOI	Ha Gioi	Ha Gioi	HAGIOI	Ha Gioi	Ha Gioi		1995-04-14
5	-3734008	-4963555	20.966667	104.083333	205800	1040500	48QVJ0470818731	NF48-14	T	MT		VM	00			LA	N				PHUXE	Phu Xé	Phu Xe	XE PHU	Xé, Phu	Xe, Phu		1995-04-14
5	-2666692	-3681642	16.9	106.45	165400	1062700	48QXD5443869061	NE48-15	H	STM		LA	20			LA	N				HOUAYNAMXE	Houay Namxé	Houay Namxe	NAMXE HOUAY	Namxé, Houay	Namxe, Houay		2012-01-12
5	-1024510	-1512930	14.366667	106.15	142200	1060900	48PXA2399788587	ND48-07	T	HLL		CB	00			LA	N				PHOULAI	Phou Lai	Phou Lai	LAI PHOU	Lai, Phou	Lai, Phou		1994-04-16
6	-3724660	-4950583	20.733333	104.416667	204400	1042500	48QVH3926792745	NF48-14	H	STM		VM	00			LA	N				SUOIPA	Suối Pa	Suoi Pa	PA SUOI	Pa, Suối	Pa, Suoi		1995-04-14
5	-1033309	-1529175	14.3	106.3	141800	1061800	48PXA4021581298	ND48-07	H	STM		CB	00			LA	N				HOUAYTINGHIANG	Houay Tinghiang	Houay Tinghiang	TINGHIANG HOUAY	Tinghiang, Houay	Tinghiang, Houay		1994-04-16
5	-2666641	-3681564	21.391667	102.905833	212330	1025421	48QTJ8289366943	NF48-09	T	MT		LA	00			LA	V				NAMOUN	Nam Oun	Nam Oun	NAMOUN	Nam Oun	Nam Oun		2001-06-11
5	-2667923	-3683596	14.1	105.75	140600	1054500	48PWA8096058915	ND48-07	H	STM		LA	02			LA	N				TONLEREPOU	Tonlé Repou	Tonle Repou	REPOU TONLE	Repou, Tonlé	Repou, Tonle		2010-12-28
5	-2664216	-3677674	17.818646	101.553134	174907	1013311	47QQV7063071967	NE47-12	H	STM		LA	27			LA	V				NAMHEUNG	Nam Heung	Nam Heung	HEUNG NAM	Heung, Nam	Heung, Nam		2010-12-22
5	-3252216	-4613947	17.932667	100.933556	175558	1005601	47QQV0480183800	NE47-12	T	MT		TH	10			LA	V				PHOUSANGSONEFA	Phou Sang Sone Fa	Phou Sang Sone Fa	SANGSONEFA PHOU	Sang Sone Fa, Phou	Sang Sone Fa, Phou		2011-10-25
5	8030461	8030462	17.700833	101.002222	174203	1010008	47QQV1235058216	NE47-12	T	PK		LA,TH				LA	N	lao		Khao	KHAOMIENG	Khao Mieng	Khao Mieng	MIENG KHAO	Mieng, Khao	Mieng, Khao		2012-01-24
5	-3710835	-4931881	19.883333	105.75	195300	1054500	48QWG7851398746	NE48-03	H	STM		VM	00			LA	N				NAMXAM	Nam Xam	Nam Xam	XAM NAM	Xam, Nam	Xam, Nam		1995-04-14
5	-2665145	-3679091	22.4	102.133333	222400	1020800	48QTK0484979918	NF48-05	T	MT		LA	00			LA	N				KHOANGLAXAN	Khoanglaxan	Khoanglaxan	KHOANGLAXAN	Khoanglaxan	Khoanglaxan		1994-04-22
5	-3253054	-3683109	15.183333	105.5	151100	1053000	48PWB5370878665	ND48-03	T	PASS		TH	00			LA	N				CHONGPHOK	Chong Phok	Chong Phok	PHOK CHONG	Phok, Chong	Phok, Chong		1994-04-16
6	-3724827	-4950785	22.116667	102.433333	220700	1022600	48QTK3522047974	NF48-05	T	MT		VM	00			LA	N				PHUPALONG	Phu Pa Lồng	Phu Pa Long	PALONG PHU	Pa Lồng, Phu	Pa Long, Phu		1995-04-14
5	-2666900	-3682031	21.6	101.816667	213600	1014900	47QQD9163391194	NF47-12	T	MT		LA	00			LA	N				PHOUNOEN	Phou Noen	Phou Noen	NOEN PHOU	Noen, Phou	Noen, Phou		1994-04-22
5	-2666038	-3680464	14.678333	105.525278	144042	1053131	48PWB5655622814	ND48-07	T	MT		TH	00			LA	N				PHOUMAIHIA	Phou Maihia	Phou Maihia	MAIHIA PHOU	Maihia, Phou	Maihia, Phou		1996-08-06
5	-2668717	-3684928	22.166667	101.6	221000	1013600	47QQE6812653571	NF47-08	T	MT		LA	00			LA	N				TANGSANGTO	Tang Sang To	Tang Sang To	TANGSANGTO	Tang Sang To	Tang Sang To		1994-04-22
5	-2665864	-3680198	14.720556	105.534167	144314	1053203	48PWB5750227487	ND48-07	T	RDGE		TH	00			LA	N			Phou	PHOULOMKHAO	Phou Lomkhao	Phou Lomkhao	LOMKHAO PHOU	Lomkhao, Phou	Lomkhao, Phou		1996-08-06
5	-2663690	-3676863	22.45	102.05	222700	1020300	48QSK9637385624	NF48-05	T	RDGE		LA	00			LA	N				CHANLIANGTALIANGFEU	Chan Liang Ta Liang Feu	Chan Liang Ta Liang Feu	CHANLIANGTALIANGFEU	Chan Liang Ta Liang Feu	Chan Liang Ta Liang Feu		1994-04-22
5	-2666792	-3681812	22.266667	101.65	221600	1013900	47QQE7309164738	NF47-08	T	PASS		LA	00			LA	N				COLDENEUTAN	Col de Neu Tan	Col de Neu Tan	NEUTAN COLDE	Neu Tan, Col de	Neu Tan, Col de		1994-04-22
5	-2668608	-3684739	22.433333	101.816667	222600	1014900	47QQE8993183513	NF47-08	T	MT		LA	00			LA	N				TACHAOTI	Ta Chao Ti	Ta Chao Ti	TACHAOTI	Ta Chao Ti	Ta Chao Ti		1994-04-22
5	-2663900	-3677197	22.15	102.383333	220900	1022300	48QTK3012351755	NF48-05	T	PK		LA	00			LA	N				PHOUDENDINH	Phou Den Dinh	Phou Den Dinh	DENDINH PHOU	Den Dinh, Phou	Den Dinh, Phou		1994-04-22
5	-2662253	-3674599	22.2	101.6	221200	1013600	47QQE6806257264	NF47-08	T	MT		LA	00			LA	N				BANSIANTAI	Ban Sian Tai	Ban Sian Tai	BANSIANTAI	Ban Sian Tai	Ban Sian Tai		1994-04-22
5	-2666017	-3680430	22.45	101.8	222700	1014800	47QQE8817985327	NF47-08	T	MT		LA	00			LA	N				MACHANGTSINTEO	Ma Chang T’sin Téo	Ma Chang T'sin Teo	MACHANGTSINTEO	Ma Chang T’sin Téo	Ma Chang T'sin Teo		1994-04-22
5	-2668437	-3684438	21.95	101.65	215700	1013900	47QQE7370229660	NF47-12	T	MTS		LA	00			LA	N				SITIATIAI	Si Tia Tiai	Si Tia Tiai	SITIATIAI	Si Tia Tiai	Si Tia Tiai		1994-04-22
5	-2664710	-3678427	22.4	101.666667	222400	1014000	47QQE7454879538	NF47-08	T	MT		LA	00			LA	N				KANPASAN	Kan Pa San	Kan Pa San	KANPASAN	Kan Pa San	Kan Pa San		1994-04-22
5	-2665080	-3678999	22.1	101.583333	220600	1013500	47QQE6653246157	NF47-08	T	MTS		LA	00			LA	N				KHEUKHANLIAM	Kheu Khan Liam	Kheu Khan Liam	KHEUKHANLIAM	Kheu Khan Liam	Kheu Khan Liam		1994-04-22
5	-2669623	-3686311	21.433333	101.3	212600	1011800	47QQD3838771856	NF47-12	H	STM		LA	00			LA	N				NAMYOUN	Nam Youn	Nam Youn	YOUN NAM	Youn, Nam	Youn, Nam		1994-04-22
5	-2669220	-3685707	21.816667	101.766667	214900	1014600	47QQE8602415103	NF47-12	T	MT		LA	00			LA	N				KHONGTOUNNA	Khong Toun Na	Khong Toun Na	TOUNNA KHONG	Toun Na, Khong	Toun Na, Khong		1994-04-22
5	-2663738	-3676936	22.5	101.75	223000	1014500	47QQE8292990771	NF47-08	T	MT		LA	00			LA	N				CHIMPANG	Chim Pang	Chim Pang	CHIMPANG	Chim Pang	Chim Pang		1994-04-22
5	-2664454	-3678007	21.683333	101.766667	214100	1014600	47QQE8628900332	NF47-12	T	MT		LA	00			LA	N				PHOUHOUAYLO	Phou Houay Lo	Phou Houay Lo	HOUAYLO PHOU	Houay Lo, Phou	Houay Lo, Phou		1994-04-22
5	-2669569	-3686235	22.283333	102.233333	221700	1021400	48QTK1491466800	NF48-05	T	PK		LA	00			LA	N				PHOUYAHOYEN	Phou Ya Ho Yèn	Phou Ya Ho Yen	YAHOYEN PHOU	Ya Ho Yèn, Phou	Ya Ho Yen, Phou		1994-04-22
5	-2663722	-3676909	22.45	102.066667	222700	1020400	48QSK9808985590	NF48-05	T	MT		LA	00			LA	N				CHEUKOANCHAY	Cheukoanchay	Cheukoanchay	CHEUKOANCHAY	Cheukoanchay	Cheukoanchay		1994-04-22
5	-2666591	-3681483	22.083333	102.45	220500	1022700	48QTK3687844253	NF48-05	T	PK		LA	00			LA	N				PHOUNAMKHE	Phou Nam Khé	Phou Nam Khe	NAMKHE PHOU	Nam Khé, Phou	Nam Khe, Phou		1994-04-22
5	-2667792	-3683374	21.95	101.683333	215700	1014100	47QQE7714629720	NF47-12	T	MT		LA	00			LA	N				PONAO	Po Nao	Po Nao	PONAO	Po Nao	Po Nao		1994-04-22
5	-3715649	-4938503	22.233333	102.283333	221400	1021700	48QTK1996961167	NF48-05	T	MT		VM	00			LA	N				PHUHOLAMPAT	Phu Hò Lam Pát	Phu Ho Lam Pat	HOLAMPAT PHU	Hò Lam Pát, Phu	Ho Lam Pat, Phu		1995-04-14
5	-2665224	-3679220	22.466667	101.816667	222800	1014900	47QQE8986187206	NF47-08	T	MT		LA	00			LA	N				KHOUANGKOSOUNG	Khouang Ko Soung	Khouang Ko Soung	KHOUANGKOSOUNG	Khouang Ko Soung	Khouang Ko Soung		1994-04-22
5	-2664554	-3678178	21.016667	100.55	210100	1003300	47QPD6108624774	NF47-12	T	MT		LA	00			LA	N				PHOUHTAT	Phou Htat	Phou Htat	HTAT PHOU	Htat, Phou	Htat, Phou		1994-04-22
5	-2666194	-3680692	21.833333	101.766667	215000	1014600	47QQE8599116949	NF47-12	T	MT		LA	00			LA	N				KHONGMINGTOUSAN	Khong Ming Tou San	Khong Ming Tou San	MINGTOUSAN KHONG	Ming Tou San, Khong	Ming Tou San, Khong		1994-04-22
5	-3248065	-3678195	19.6	101.083333	193600	1010500	47QQB1851068551	NE47-04	T	PASS		TH	00			LA	N				CHONGHUAILO	Chong Huai Lo	Chong Huai Lo	HUAILO CHONG	Huai Lo, Chong	Huai Lo, Chong		1994-04-16
5	8034871	8034871	19.510214	100.557387	193037	1003327	47QPB6342558025	NE47-04	T	MT		LA,TH				LA	N	lao		Phou	PHOUPAI	Phou Pai	Phou Pai	PAI PHOU	Pai, Phou	Pai, Phou		2012-03-15
5	-3250733	-4610279	19.286447	101.237276	191711	1011414	47QQB3511434039	NE47-04	T	PK		LA,TH				LA	V				PHOUKHE	Phou Khe	Phou Khe	KHE PHOU	Khe, Phou	Khe, Phou		2012-02-21
5	-3250733	13532836	19.286447	101.237276	191711	1011414	47QQB3511434039	NE47-04	T	PK		LA,TH				LA	N			Doi	DOILOUANGPHRABANG	Doi Louangphrabang	Doi Louangphrabang	LOUANGPHRABANG DOI	Louangphrabang, Doi	Louangphrabang, Doi		2012-02-21
5	8033220	8033220	18.865556	101.255	185156	1011518	47QQA3757787464	NE47-08	T	MT		LA,TH				LA	N	lao		Phou	PHOUKHOUNNAMFA	Phou Khounnamfa	Phou Khounnamfa	KHOUNNAMFA PHOU	Khounnamfa, Phou	Khounnamfa, Phou		2012-03-15
5	-2666972	-3682157	19.59833	101.263383	193554	1011548	47QQB3740568607	NE47-04	T	MT		LA	13			LA	V				PHOUNONGTIEN	Phou Nong Tien	Phou Nong Tien	NONGTIEN PHOU	Nong Tien, Phou	Nong Tien, Phou		2012-02-21
5	-2666863	-3681953	19.444444	101.212778	192640	1011246	47QQB3231551499	NE47-04	T	MT		LA,TH				LA	N			Phou	PHOUGNET	Phou Gnét	Phou Gnet	GNET PHOU	Gnét, Phou	Gnet, Phou		2012-02-21
5	-2664930	-3678750	19.515556	101.275833	193056	1011633	47QQB3883359459	NE47-04	T	PK		LA,TH				LA	N	lao		Phou	PHOUKHAI	Phou Khai	Phou Khai	KHAI PHOU	Khai, Phou	Khai, Phou		2012-02-21
5	8034287	8034287	19.535	101.283611	193206	1011701	47QQB3962161623	NE47-04	T	MT		LA,TH				LA	N	lao		Phou	PHOUVIT	Phou Vit	Phou Vit	VIT PHOU	Vit, Phou	Vit, Phou		2012-02-21
5	-3731775	-4960412	14.899167	107.565278	145357	1073355	48PYB7599648763	ND48-08	T	PK		VM	00			LA	N				NGOCTONGHOI	Ngoc Tong Hoi	Ngoc Tong Hoi	TONGHOI NGOC	Tong Hoi, Ngoc	Tong Hoi, Ngoc		2012-03-27
5	-3714746	-4937242	16.103889	107.294167	160614	1071739	48QYC4538581790	NE48-16	T	PK		VM	00			LA	N				HACOP	Ha Cop	Ha Cop	HACOP	Ha Cop	Ha Cop		2012-03-27
5	-3252358	-3682316	19.616667	100.95	193700	1005700	47QQB0450070231	NE47-04	T	MTS		TH	00			LA	N				DOIPAELUANG	Doi Pae Luang	Doi Pae Luang	PAELUANG DOI	Pae Luang, Doi	Pae Luang, Doi		1994-04-16
5	378051	472171	20.150543	100.575195	200902	1003431	47QPC6463228920	NF47-16	T	MT		TH	00			LA	N			Phou	PHOUMOKKOK	Phou Môkkok	Phou Mokkok	MOKKOK PHOU	Môkkok, Phou	Mokkok, Phou		2009-12-15
6	-3729588	-4957591	21.216667	102.916667	211300	1025500	48QTJ8376047550	NF48-09	T	PASS		VM	00			LA	N			Ðèo	DEOTAYCHANG	Ðèo Tay Chang	Deo Tay Chang	TAYCHANG DEO	Tay Chang, Ðèo	Tay Chang, Deo		1998-08-11
5	-3730310	-4958589	21.583333	103	213500	1030000	48QTJ9293088039	NF48-09	H	STM		VM	00			LA	N				NAMTHIN	Nam Thin	Nam Thin	THIN NAM	Thin, Nam	Thin, Nam		1995-04-14
5	-3729503	-4957490	17.283333	106.3	171700	1061800	48QXE3817611365	NE48-11	T	MT		VM	00			LA	N				COTAROUN	Co Ta Roun	Co Ta Roun	TAROUN CO	Ta Roun, Co	Ta Roun, Co		1995-04-14
5	-3721570	-4946447	22.05	103.3	220300	1031800	48QUK2456839339	NF48-05	H	STM		VM	00			LA	N				NAMMEUK	Nam Meuk	Nam Meuk	MEUK NAM	Meuk, Nam	Meuk, Nam		1995-04-14
5	-3721027	-4945668	19.783333	105.933333	194700	1055600	48QWG9776887775	NE48-03	H	STM		VM	00			LA	N				NAMMA	Nam Ma	Nam Ma	MA NAM	Ma, Nam	Ma, Nam		2000-11-28
5	-3721425	-4946225	10.25	105.916667	101500	1055500	48PXS0038933196	NC48-07	H	STM		VM	00			LA	N				MENAMKHONG	Mènam Khong	Menam Khong	KHONG MENAM	Khong, Mènam	Khong, Menam		1998-10-16
5	-3724991	-4951087	15.233333	107.683333	151400	1074100	48PYB8825585908	ND48-04	T	MT		VM	00			LA	N				NGOKHOYE	Ngok Hoye	Ngok Hoye	HOYE NGOK	Hoye, Ngok	Hoye, Ngok		1995-04-14
5	-3726432	-4953051	20.9	104.133333	205400	1040800	48QVJ0986611324	NF48-14	H	STM		VM	00			LA	N				NAMPINH	Nam Pinh	Nam Pinh	PINH NAM	Pinh, Nam	Pinh, Nam		1995-04-14
5	-3724980	-4951069	15.083333	107.616667	150500	1073700	48PYB8128769215	ND48-04	T	PK		VM	00			LA	N				NGOKPENGDIA	Ngok Peng Dia	Ngok Peng Dia	PENGDIA NGOK	Peng Dia, Ngok	Peng Dia, Ngok		1995-04-14
5	-3715567	-4938380	14.9	107.616667	145400	1073700	48PYB8152748919	ND48-08	T	PK		VM	00			LA	N				NGOCHOEBLOK	Ngoc Hoe Blok	Ngoc Hoe Blok	HOEBLOK NGOC	Hoe Blok, Ngoc	Hoe Blok, Ngoc		1995-04-14
5	-3711356	-4932581	17.133333	106.35	170800	1062100	48QXD4360794804	NE48-11	T	MT		VM	00			LA	N				NUCOREGOR	Nú Co Regor	Nu Co Regor	COREGOR NU	Co Regor, Nú	Co Regor, Nu		1995-04-14
5	-3711327	-4932541	17.1	106.383333	170600	1062300	48QXD4718091140	NE48-11	T	MT		VM	00			LA	N				NUICONVOI	Núi Con Voi	Nui Con Voi	CONVOI NUI	Con Voi, Núi	Con Voi, Nui		1995-04-14
5	-3708388	-4928122	15.116667	107.633333	150700	1073800	48PYB8303672927	ND48-04	T	PK		VM	00			LA	N				NGOKBINSON	Ngok Bin Son	Ngok Bin Son	BINSON NGOK	Bin Son, Ngok	Bin Son, Ngok		1995-04-14
5	-3727874	-4955100	17.2	106.333333	171200	1062000	48QXE4178402168	NE48-11	T	MT		VM	00			LA	N				COROONG	Co Roong	Co Roong	ROONG CO	Roong, Co	Roong, Co		1995-04-14
5	-2667759	-3683324	16.466667	106.8	162800	1064800	48QXD9215821412	NE48-16	T	MT		LA	19			LA	N				COPLANG	Co Plang	Co Plang	PLANG CO	Plang, Co	Plang, Co		2010-12-28
5	-3248943	-4606549	18.2	103.15	181200	1030900	48QUF0434913300	NE48-05	H	RPDS		TH	00			LA	N				KENGKHAMVANE	Kèng Kham Vane	Keng Kham Vane	KHAMVANE KENG	Kham Vane, Kèng	Kham Vane, Keng		1994-04-16
